id_licitacao,id_estado,id_orgao,cd_orgao,nm_orgao,nr_licitacao,ano_licitacao,cd_tipo_modalidade,permite_subcontratacao,tp_fornecimento,descricao_objeto,vl_estimado_licitacao,data_abertura,data_homologacao,data_adjudicacao,vl_homologado,tp_licitacao,assunto,tipo_licitacao,tipo_modalidade_licitacao,sigla_estado
3b2cd8e8b39c54e3732a2030ee7db3a4,99,5e9ccf85384d9b5758089c587a298000,160329,BATALHAO CENTRAL DE MANUTENCAO E SUPRIMENTO,000172020,2020,6,NA,NA,Objeto: Aquisição de insumo para confecção de equipamento de proteção individual.,3000,NA,2020-06-05,NA,NA,NA,NA,NA,Dispensa de Licitação,BR
7661084e5067fcc1d3ef7c71a5c4cf80,99,70e81a921c060526b8e626416fe48a48,194042,COORD. REG. RIBEIRAO CASCALHEIRA/MT,000172020,2020,6,NA,NA,"Objeto: Aquisição de peças automotivas e acessórios para o conserto da viatura oficial modelo Mitsubishi L 200 Triton, cor branca, placa OAQ-1671.",8361.6,NA,2020-06-09,NA,NA,NA,NA,NA,Dispensa de Licitação,BR
e76c45c79a7c13b07203a7d754f6a39a,99,5439fed22c0b69c4677480e21ca533c5,200139,SUPERINTENDENCIA REG. POL. RODV. FEDERAL-TO,000172020,2020,6,NA,NA,"Objeto: MÁSCARA CIRÚRGICA DESCARTÁVEL COM ELÁSTICO - Confeccionada em não tecido 100% polipropileno, cor branca, tripla  camada com filtro, pregas horizontais, clip nasal embutido, descartável, atóxica, hipoalergênica e fixação com  elástico; - Embalagem: caixa/pacote.",9800,NA,2020-06-09,NA,NA,NA,NA,NA,Dispensa de Licitação,BR
b8902c361906ee4a440846f019f0ac77,99,306298d9a5b233d799f77cb8d34ecf39,254474,INSTITUTO LEONIDAS E MARIA DEANE,000172020,2020,6,NA,NA,"Objeto: Aquisição de material  e insumos de uso laboratorial com a finalidade de realizar a ampliação da capacidade de Análise de amostras de DNA, dentro da Área de Virologia e Plataformas de Genômica e PCR em Tempo Real, por ocasião da grande necessidade gerada devido à Pandemia do Coronavírus, conforme condições, quantidades e exigências estabelecidas no Projeto Básico.",217686.35,NA,2020-06-03,NA,NA,NA,NA,NA,Dispensa de Licitação,BR
40307a07557ba0fbc0c499154fc05655,99,96edb01612e1365c06349e3369c084d0,153286,FACULDADE DE FARMACIA/UFMG,000182020,2020,6,NA,NA,Objeto: Equipamentos destinados ao combate da pandemia da COVID-19.,2563.35,NA,2020-06-01,NA,NA,NA,NA,NA,Dispensa de Licitação,BR
254088957883a5d5f19e09d206495eea,99,ad15fed52734781e06239996ea072418,154051,UNIVERSIDADE FEDERAL DE VICOSA,000182020,2020,6,NA,NA,Objeto: Aquisição de MATERIAIS DE LABORATÓRIO para diagnóstico do novo corona vírus (SARS  COV-2),179607.96,NA,2020-06-12,NA,NA,NA,NA,NA,Dispensa de Licitação,BR
a41de0c963e7cc3b1bb4932935631054,99,18cd7e27daaa6e27cb4eb2effa7768ad,155125,HOSPITAL UNIVERSITARIO DE SANTA MARIA,000182020,1,-99,NA,NA,"Objeto: Pregão Eletrônico -  AqUISIÇÃO DE MATERIAIS HOSPITLARES DE USO GERAL CUMULADO COM COMODATO DE DILUIDORES AUTOMÁTICOS DE DESINFETANTE HOSPITALAR, para atender as necessidades da Empresa Brasileira de Serviços Hospitalares   EBSERH, filial Hospital Universitário de Santa Maria (HUSM-UFSM)",763.22,2020-04-01,2020-06-01,NA,NA,NA,NA,NA,Pregão - Registro de Preço,BR
935f1d5003fcd260bad9bd57036e8ee6,99,db82103208b8622317832092b0faa477,160047,COMANDO 10ª REGIAO MILITAR,000182020,2020,6,NA,NA,"Objeto: Serviço de contratação de remoção de pacientes (adultos, crianças e neonatais) por veículo ambulância de suporte avançado UTI Móvel tipo D (Atender as ações de combate ao COVID19)",254700,NA,2020-06-01,NA,NA,NA,NA,NA,Dispensa de Licitação,BR
5493861bb6be1b869ccaf07d1b952836,99,ffc918cd49bbba4f88e7a30d95ce9d8f,160274,25 BATALHAO LOGISTICO (ES),000182020,2020,6,NA,NA,Objeto: Atender aquisição de serviços de VTR Volkswagen da 9ºBda e OMs apoiadas pelo 25º B Log (Es).,10840,NA,2020-06-10,NA,NA,NA,NA,NA,Dispensa de Licitação,BR
b5f356947aea2d13205dc03d0ce33eee,99,70e81a921c060526b8e626416fe48a48,194042,COORD. REG. RIBEIRAO CASCALHEIRA/MT,000182020,2020,6,NA,NA,"Objeto: Contratação de serviços de manutenção preventiva e corretiva para o conserto da viatura oficial modelo Mitsubishi L 200 Triton, cor branca, placa OAQ-1671.",2520,NA,2020-06-12,NA,NA,NA,NA,NA,Dispensa de Licitação,BR
1914a94a7f3cef7ea9a08c87d07e7564,99,18a0b18926bb139ed11a0905f083dfc1,254447,INST NACIONAL DE SAUDE FERNANDES FIGUEIRA,000182020,2020,7,NA,NA,Objeto: Aquisição de insumos Leica,113260,NA,2020-06-22,NA,NA,NA,NA,NA,Inexigibilidade de Licitação,BR
e8196b3f95c302c3925442823219d9a1,99,4a5f3ae3cb08c5f69564bb2f128c988e,550005,COORDENACAO GERAL DE LICITACOES E CONTRATOS.,000182020,2020,6,NA,NA,"Objeto: Contratação de prestação de serviços especializados em TI, pela Empresa de Tecnologia e Informações da Previdência (Dataprev), para operacionalização do reconhecimento de direitos ao auxílio emergencial retratado no art. 2. da Lei Federal n. 13.982, de 2 de abril de 2020 para o enfrentamento ao estado de calamidade pública reconhecido pelo Decreto Legislativo n. 06 de 20 de março de 2020, para atender as necessidades estratégicas do Ministério da Cidadania, conforme condições",11680318.38,NA,2020-06-19,NA,NA,NA,NA,NA,Dispensa de Licitação,BR
4298151655d3df668e09b97e7d248a66,99,93bffefbc10813dd955d68ed2d2393a3,153038,UNIVERSIDADE FEDERAL DA BAHIA,000192020,2020,6,NA,NA,"Objeto: Contratação direta mediante dispensa de licitação para aquisição de bens e insumos de saúde, destinados ao enfrentamento da pandemia da doença do coronavírus (COVID-19,para atender às necessidades da Universidade Federal da Bahia - UFBA, conforme condições,quantidades, exigências, estabelecidas no Edital 02/2020 e seus anexos de Chamamento Público de Abrangência Nacional, para credenciamento e posterior contratação, organizado e coordenado pela UFBA, 4º CICLO",1195793.33,NA,2020-06-07,NA,NA,NA,NA,NA,Dispensa de Licitação,BR
d006a34ddc82810d9040acaa72a1d38b,99,ad15fed52734781e06239996ea072418,154051,UNIVERSIDADE FEDERAL DE VICOSA,000192020,2020,6,NA,NA,Objeto: Aquisição para reagente para disgnóstico clínico para detecção de covid-19.,24750,NA,2020-06-01,NA,NA,NA,NA,NA,Dispensa de Licitação,BR
d2df6148588512c364a70e4a1ab83b27,99,be2f37aebeb9f344f7ba66a2337a50a7,160151,9 GRUPO DE ARTILHARIA DE CAMPANHA,000192020,2020,6,NA,NA,Objeto: Aquisição de tecido.,2067,NA,2020-06-09,NA,NA,NA,NA,NA,Dispensa de Licitação,BR
760ebe27d8a990696b1299bb06a5fc63,99,ffc918cd49bbba4f88e7a30d95ce9d8f,160274,25 BATALHAO LOGISTICO (ES),000192020,2020,6,NA,NA,Objeto: Atender aquisição de serviços de VTR FORD da 9ºBda e OMs apoiadas pelo 25º B Log (Es).,3749.6,NA,2020-06-10,NA,NA,NA,NA,NA,Dispensa de Licitação,BR
e285a330164527e0c6ca5ac7a585ab76,99,7926fd71dbe153fddf903da389e1a3da,153152,HOSPITAL UNIVERSITARIO DA UFRJ,000202020,9,-99,NA,NA,Objeto: Pregão Eletrônico -  Aquisição de produtos para atender o serviço de CIR (Plugue e outros),73710,2020-04-09,2020-06-18,NA,NA,NA,NA,NA,Pregão - Registro de Preço,BR
6694e22ba90e952401dd0a87abce7bf2,99,96edb01612e1365c06349e3369c084d0,153286,FACULDADE DE FARMACIA/UFMG,000202020,2020,6,NA,NA,"Objeto: Reator AGIMIX Proposta Técnica (Mod. AGX-RAC-0,24m³-Ø620x800mm-FC/TP-BMSS316-acab.pol) e Comercial (PC 21097)",66900,NA,2020-06-03,NA,NA,NA,NA,NA,Dispensa de Licitação,BR
80c0ee162fb7a17d26e798523e88aa50,99,be2f37aebeb9f344f7ba66a2337a50a7,160151,9 GRUPO DE ARTILHARIA DE CAMPANHA,000202020,2020,6,NA,NA,Objeto: Aquisição de material de consumo.,152.5,NA,2020-06-18,NA,NA,NA,NA,NA,Dispensa de Licitação,BR
7d3b2c098ed4512d80ec8d011e5384fa,99,a799d9bc8da32b645937083c03c5958e,194061,COORDENACAO REGIONAL INTERIOR SUL/SC,000202020,2020,6,NA,NA,"Objeto: Aquisição de SEMENTE DE FEIJÃO PRETO cuja natureza do recurso é para uso emergencial, justificada em função da pandemia.",41987,NA,2020-06-03,NA,NA,NA,NA,NA,Dispensa de Licitação,BR
b876667a8ce937d0537d6670910fc14c,99,d227bfe50e49043c980108b794aa971d,254446,INSTITUTO DE TECNOLOGIA EM FARMACOS,000202020,2020,7,NA,NA,Objeto: Aquisição de cápsulas gelatinosas da marca capsugel.,693100,NA,2020-06-03,NA,NA,NA,NA,NA,Inexigibilidade de Licitação,BR
4f22c151f215fb02ca7dc5e771ba05a5,99,18a0b18926bb139ed11a0905f083dfc1,254447,INST NACIONAL DE SAUDE FERNANDES FIGUEIRA,000202020,17,5,NA,NA,Objeto: Pregão Eletrônico -  Aquisição de medicamentos para Enfrentamento do COVID-19.,705459,2020-06-17,2020-06-24,NA,NA,NA,NA,NA,Pregão,BR
fabf34b41a3f2872ff1759c90bb47a3a,99,4ba7934fef1211800dbf8bcee89ddd50,781330,CAPITANIA DOS PORTOS DO RIO DE JANEIRO.,000202020,2020,6,NA,NA,Objeto: Aquisição do material para Agência da Capitania dos Portos em Paraty.,6289.9,NA,2020-06-19,NA,NA,NA,NA,NA,Dispensa de Licitação,BR
b8aee24a8cab420f9d79e37d61c0a242,99,5fb5f9d9c27ea2064430b46ae36faefa,153036,UNIVERSIDADE FED.VALES JEQUITINHONHA E MUCURI,000212020,2020,6,NA,NA,"Objeto: Aquisição de insumos visando a produção de álcool em gel para enfrentamento do vírus (SARS-CoV-2), que provoca a Covid-19, conforme condições, quantidades e exigências estabelecidas no termo de referência.",57042.5,NA,2020-06-03,NA,NA,NA,NA,NA,Dispensa de Licitação,BR
bfc529d1f424a37af41a593aa2f356b9,99,ad15fed52734781e06239996ea072418,154051,UNIVERSIDADE FEDERAL DE VICOSA,000212020,2020,6,NA,NA,Objeto: Aquisição de genes e peptídeos sintéticos para desenvolvimento de kits diagnóstico para o novo Coronavírus (SARS-COV-2),53223.79,NA,2020-06-16,NA,NA,NA,NA,NA,Dispensa de Licitação,BR
4038b44c807e0a82466ac2b5ae81e9dc,99,102311de4897065a1ba41ae6b24531dc,155017,HOSPITAL UNIVERSITARIO DA UFS,000212020,2,-99,NA,NA,"Objeto: Pregão Eletrônico -  Registro de Preços, pelo prazo de 12 (doze) meses, para eventual e futura aquisição de Medicamentos Analgésicos, anestésicos e coadjuvantes para atender à necessidade do HU/SE/EBSERH, conforme termos e condições constantes no Edital e seus anexos.",65515.5,2020-04-02,2020-06-16,NA,NA,NA,NA,NA,Pregão - Registro de Preço,BR
b6cca3068a58efa362d99b3e08120db2,99,bb7e5554b7f381cae7fcc447df2184dd,155126,HOSPITAL UNIVERSITARIO PROF ALBERTO ANTUNES,000212020,12,6,NA,NA,"Objeto: Aquisição de lixeiras, napas e cadarço",30574.37,2020-06-12,2020-06-26,NA,NA,NA,NA,NA,Dispensa de Licitação,BR
2f15ee40bc5ded7eb2ea2efca77969b3,99,e2dc9b145850a3f0645552b0ff6f224c,158132,"INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL",000212020,2020,6,NA,NA,Objeto: Insumos para o combate ao Corona vírus,87780,NA,2020-06-07,NA,NA,NA,NA,NA,Dispensa de Licitação,BR
e30a44fa03d253c592f7b87256a8221f,99,bef9c8e39a4a292bee741513671ede06,158720,UNIVERSIDADE FEDERAL DO SUL DA BAHIA,000212020,2020,6,NA,NA,"Objeto: Aquisição de cabine de segurança biológica, para composição dos laboratórios institucionais de pesquisa em biologia molecular da UFSB.",23446.4,NA,2020-06-08,NA,NA,NA,NA,NA,Dispensa de Licitação,BR
b87e7706fad712f1d002111200d40a4b,99,356ebf9c0bd9c65b46e4f640772aab3e,160163,COMANDO DA 8 REGIAO MILITAR/8 DE,000212020,2020,6,NA,NA,Objeto: Aquisição de material para prevenção covid 19,5000,NA,2020-06-01,NA,NA,NA,NA,NA,Dispensa de Licitação,BR
98413ca38113137cced97d6b61255afb,99,a799d9bc8da32b645937083c03c5958e,194061,COORDENACAO REGIONAL INTERIOR SUL/SC,000212020,2020,6,NA,NA,Objeto: Aquisição de máscaras de tecido lavável para as comunidades indígenas utilizadas para proteção pessoal no enfrentamento da emergência de saúde do COVID-19.,32000,NA,2020-06-09,NA,NA,NA,NA,NA,Dispensa de Licitação,BR
f9eb8a7706ef2f967e2945feeca80d2a,99,908874f10f1eb66a77837689b6c80ec5,257054,DISTRITO SANIT.ESP.INDIGENA - TOCANTINS,000212020,2020,6,NA,NA,"Objeto: Aquisição de insumos médico-hospitalares para atender as ações prestadas no âmbito do Distrito Sanitário Especial Indígena do Tocantins   DSEI/TO, em caráter emergencial de acordo com a lei 13.979 de 06 de fevereiro de 2020, conforme condições, quantidades, exigências e estimativas, estabelecidas no Termo de Referência.",126611,NA,2020-06-18,NA,NA,NA,NA,NA,Dispensa de Licitação,BR
052b8148ab80b81fa9a6fdf1740e5c94,99,5fb5f9d9c27ea2064430b46ae36faefa,153036,UNIVERSIDADE FED.VALES JEQUITINHONHA E MUCURI,000222020,2020,6,NA,NA,"Objeto: Aquisição de insumos visando a produção de álcool em gel para enfrentamento do vírus (SARS-CoV-2), que provoca a Covid-19, conforme condições, quantidades e exigências estabelecidas no termo de referência.",18600,NA,2020-06-03,NA,NA,NA,NA,NA,Dispensa de Licitação,BR
ee3db75a4afc88892803a638563f6eaf,99,ad15fed52734781e06239996ea072418,154051,UNIVERSIDADE FEDERAL DE VICOSA,000222020,2020,6,NA,NA,Objeto: Aquisição de insumos  ara desenvolvimento de kits para diagnóstico de COVID-19 - Anticorpos.,18892.27,NA,2020-06-25,NA,NA,NA,NA,NA,Dispensa de Licitação,BR
e061dfb1fe4fc796409a04ccc534945d,99,bb7e5554b7f381cae7fcc447df2184dd,155126,HOSPITAL UNIVERSITARIO PROF ALBERTO ANTUNES,000222020,2020,6,NA,NA,Objeto: Aquisição emergencial de FRASCO COLETOR PARA ASPIRAÇÃO BRONCOALVEOLAR (BRONQUINHO) para o enfrentamento da pandemia do coronavírus,930,NA,2020-06-23,NA,NA,NA,NA,NA,Dispensa de Licitação,BR
8eb3a3fba95f2271ca81a389e0d04ea8,99,3875c785c3a92e3c03ec1a5aa1ca683f,155152,CAMPUS TRINDADE - IF GOIANO,000222020,2020,6,NA,NA,Objeto: Aquisição de equipamentos e insumos para produção de máscaras de proteção facial para enfrentamento ao COVID,22546.58,NA,2020-06-10,NA,NA,NA,NA,NA,Dispensa de Licitação,BR
1335911d2142a1f92e2ecca281cc9821,99,e2dc9b145850a3f0645552b0ff6f224c,158132,"INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL",000222020,2020,6,NA,NA,Objeto: Insumos para combate ao Corona Vírus,24706.4,NA,2020-06-09,NA,NA,NA,NA,NA,Dispensa de Licitação,BR
c2f4291b92e3cafc645ad9198fb223b1,99,60767fab7d38e6598c8b44930647c088,158304,IFSULDEMINAS - CAMPUS MACHADO,000222020,2020,6,NA,NA,Objeto: Aquisição de material par o combate ao COVID 19 - Elástico para confecção de máscaras.,4900,NA,2020-06-03,NA,NA,NA,NA,NA,Dispensa de Licitação,BR
aaeb1d2b7a0108ed9711b25a460d2518,99,24d9e0eacd4c37e104995cd0e9ad64dc,250104,HOSPITAL FEDERAL CARDOSO FONTES,000222020,28,6,NA,NA,"Objeto: Aquisição de equipamentos para auxílio na detecção do Covid-19  Termômetro digital infravermelho, sem contato, para uso humano e com registro Anvisa.  Caixa térmica para transporte de amostras labotariais tipo:térmica adicionais:com termômetro com alça e tampa.",10020.86,2020-04-28,2020-06-10,NA,NA,NA,NA,NA,Dispensa de Licitação,BR
3dd3edfa47aa2f1c3943972b2de848a9,99,75dc50c06e3cb8e13c24c46399642fa8,112408,HOSPITAL DAS FORCAS ARMADAS,000232020,28,-99,NA,NA,"Objeto: Pregão Eletrônico -  Aquisição emergencial de colchões, a serem utilizados no ofertamento de conforto aos pacientes acometidos/suspeitos de Covid-19 no Hospital das Forças Armadas - HFA, conforme condições, quantidades, exigências e estimativas, estabelecidas no instrumento convocatório (60550014094/2020-51).",25350,2020-05-28,2020-06-15,NA,NA,NA,NA,NA,Pregão - Registro de Preço,BR
a018ccaf558b8f0c68af0a094d51b98a,99,5fb5f9d9c27ea2064430b46ae36faefa,153036,UNIVERSIDADE FED.VALES JEQUITINHONHA E MUCURI,000232020,2020,6,NA,NA,"Objeto: Aquisição de insumos visando a produção de álcool em gel para enfrentamento do vírus (SARS-CoV-2), que provoca a Covid-19, conforme condições, quantidades e exigências estabelecidas no termo de referência.",8914.88,NA,2020-06-03,NA,NA,NA,NA,NA,Dispensa de Licitação,BR
066f8bf7244397f7b786019470637529,99,96edb01612e1365c06349e3369c084d0,153286,FACULDADE DE FARMACIA/UFMG,000232020,2020,6,NA,NA,Objeto: Carrinho para entorno para dosagem segura de embalagens 50 litros (bombonas) de produtos  químicos diversos.,1270,NA,2020-06-16,NA,NA,NA,NA,NA,Dispensa de Licitação,BR
5d7d7f88347994fe2baa83d9eb3c6936,99,c8e795a93f60f86071ee74742a33122c,155007,EMPRESA BRASILEIRA DE SERVICOS HOSPITALARES,000232020,2020,6,NA,NA,"Objeto: Aquisição de máscaras N95, equipamentos de proteção individual, para as unidades hospitalares da Rede Ebserh, visando ao enfrentamento da emergência do coronavírus COVID-19, em complemento às compras já formalizadas no processo nº 23477.002623/2020-78, conforme especificações estabelecidas no Edital - SEI 9 (6265704).",335268,NA,2020-06-10,NA,NA,NA,NA,NA,Dispensa de Licitação,BR
89ce6b66c9d71b09fd94cd673de950ac,99,dcd6c8923313637d52a290a98fc9c525,158009,INST. FED. DO PARANA/ REITORIA,000232020,2020,6,NA,NA,Objeto: Teste para reunião Grupo de Trabalho Plano de Centralização das UASG.,0.01,NA,2020-06-26,NA,NA,NA,NA,NA,Dispensa de Licitação,BR
0ab7013ca8bf54e627b82c0a67cd1520,99,ccaf87f99ba78be698ae51860971d8e2,160238,BASE DE APOIO LOGISTICO DO EXERCITO,000232020,2020,6,NA,NA,Objeto: Realizar o rastreamento de viaturas empregadas em apoio às operações que visam conter a disseminação do coronarírus.,16988.4,NA,2020-06-04,NA,NA,NA,NA,NA,Dispensa de Licitação,BR
e90911a5354b593b8dda6be1a12a296b,99,ffc918cd49bbba4f88e7a30d95ce9d8f,160274,25 BATALHAO LOGISTICO (ES),000232020,2020,6,NA,NA,"Objeto: Aquisição de insumos para produção de máscaras, para atender ações de combate aos efeitos do COVID-19.",6308.4,NA,2020-06-22,NA,NA,NA,NA,NA,Dispensa de Licitação,BR
70910911fb988d1f6e15f08274e9772b,99,b9a9ffb017102093d1417e434e42467b,194033,COORDENACAO REGIONAL ARAGUAIA TOCANTINS/TO,000232020,2020,6,NA,NA,"Objeto: Aquisição de tecidos e aviamentos para a fabricação de máscaras de proteção individual, para serem utilizadas pela comunidade indígena Xerente.",1988.24,NA,2020-06-22,NA,NA,NA,NA,NA,Dispensa de Licitação,BR
8b49ee754156c2adde04dfd0dfab48f8,99,7926fd71dbe153fddf903da389e1a3da,153152,HOSPITAL UNIVERSITARIO DA UFRJ,000242020,11,-99,NA,NA,Objeto: Pregão Eletrônico -  Aquisição de produtos para atender ao Serviço de Patologia Clínica - Hematologia (Reagente para diagnóstico clínicos e outros),428220,2020-05-11,2020-06-30,NA,NA,NA,NA,NA,Pregão - Registro de Preço,BR
428af65e474f91627c6cf866a7f886a4,99,96edb01612e1365c06349e3369c084d0,153286,FACULDADE DE FARMACIA/UFMG,000242020,2020,6,NA,NA,Objeto: Aquisição de Medidor de PH e Eletrodo de PH,7366.15,NA,2020-06-03,NA,NA,NA,NA,NA,Dispensa de Licitação,BR
66a147a36db9c3f83b8f9daa8879bd19,99,156b43726c284ac44a290cb6c46eec30,160435,7 REGIMENTO DE CAVALARIA MECANIZADO,000242020,2020,6,NA,NA,"Objeto: Aquisição de Testes Rápidos Coronavírus (COVID-19), IGG/IGM. Para atender as necessidades do 7º RC Mec.",9410,NA,2020-06-04,NA,NA,NA,NA,NA,Dispensa de Licitação,BR
6001ee2dfcfdeb4c4e8fbe3592e6b958,99,b9a9ffb017102093d1417e434e42467b,194033,COORDENACAO REGIONAL ARAGUAIA TOCANTINS/TO,000242020,2020,6,NA,NA,"Objeto: Aquisição de máscaras reutilizáveis de proteção individual, para distribuição na comunidade indígena Krahô.",1500,NA,2020-06-23,NA,NA,NA,NA,NA,Dispensa de Licitação,BR
a2b1dffed97bca08e35a52434bfdad5e,99,4ba7934fef1211800dbf8bcee89ddd50,781330,CAPITANIA DOS PORTOS DO RIO DE JANEIRO.,000242020,2020,6,NA,NA,Objeto: Aquisição de Material de Navegação para Monitoramento da COVID-19 para CPRJ.,18356,NA,2020-06-11,NA,NA,NA,NA,NA,Dispensa de Licitação,BR
372dcac7dd56a381da5d1deaa8f184c0,99,96edb01612e1365c06349e3369c084d0,153286,FACULDADE DE FARMACIA/UFMG,000252020,2020,6,NA,NA,Objeto: Aquisição de Bombonas para armazenamento de resíduos,2366.2,NA,2020-06-15,NA,NA,NA,NA,NA,Dispensa de Licitação,BR
497f41fde322a822806425bd10f935b1,99,60767fab7d38e6598c8b44930647c088,158304,IFSULDEMINAS - CAMPUS MACHADO,000252020,2020,6,NA,NA,Objeto: Aquisição de material permanente e de consumo para produção de álcool em gel a ser usado no combate da pandemia do COVID-19.,106718.24,NA,2020-06-08,NA,NA,NA,NA,NA,Dispensa de Licitação,BR
e1b5648eccd4ff68734cf7b3dc73bc60,99,bef9c8e39a4a292bee741513671ede06,158720,UNIVERSIDADE FEDERAL DO SUL DA BAHIA,000252020,2020,6,NA,NA,"Objeto: Aquisição de cabine de segurança biológica, para composição dos laboratórios institucionais de pesquisa em biologia molecular da UFSB.",23446.4,NA,2020-06-09,NA,NA,NA,NA,NA,Dispensa de Licitação,BR
4df1ab518027f5e0b5d8ad485078c103,99,a9acdbad5a527a34b8d53b5533de5e1d,160019,HOSPITAL DE GUARNICAO DE TABATINGA,000252020,9,5,NA,NA,Objeto: Pregão Eletrônico -  Aquisição de usina geradora de oxigênio medicinal para enfrentamento da pandemia do COVID-19 no Hospital de Guarnição de Tabatinga,534000,2020-06-09,2020-06-15,NA,NA,NA,NA,NA,Pregão,BR
47ef09044633b93a638272d913623159,99,18b57d5ad2068b5616bac6bba51cb2db,160081,23 ESQUADRAO DE CAVALARIA DE SELVA,000252020,2020,6,NA,NA,Objeto: Atender despesas com aquisição de material de proteção e segurança.,18340,NA,2020-06-04,NA,NA,NA,NA,NA,Dispensa de Licitação,BR
e022096339ad3e5ccb9aadf6ea14d1d8,99,6fbf5afb71a058ac012d612b56a7c7ae,160136,9º GRUPAMENTO LOGISTICO,000252020,2020,6,NA,NA,"Objeto: Aquisição de material permanente, aparelho de ar condicionado Self-Contained, que serão empregadas em barracas de Posto de Atendimento Avançado do Núcleo do 9º Batalhão de Saúde, tudo visando ao enfrentamento do COVID-19",125850,NA,2020-06-02,NA,NA,NA,NA,NA,Dispensa de Licitação,BR
59b14e69f15338e72f5561024ca5b2e5,99,2b4abf39b77d39ac9bb9fcd777868e97,160150,4ª COMPANHIA DE ENGENHARIA COMBATE MECANIZADA,000252020,2020,6,NA,NA,Objeto: Aquisição de peças de viaturas para atender as ações de enfrentamento ao covid-19 da 4ª Cia E Cmb Mec.,780,NA,2020-06-25,NA,NA,NA,NA,NA,Dispensa de Licitação,BR
716516683f431044973dc6b3a72d5444,99,7bc7b1cde7a1667c6198bab2c98c17ba,194045,FUNAI-COORDENACAO REGIONAL DO MADEIRA/AM,000252020,2020,6,NA,NA,Objeto: Destinado a cobrir despesas com contratação de empresa especializada na manutenção preventiva e corretiva com reposição de peças para as viaturas oficiais desta Coordenação Regional.,13180,NA,2020-06-15,NA,NA,NA,NA,NA,Dispensa de Licitação,BR
b016da712f873fd80ea8a1e54855b62b,99,0e7ad9a0895f306010487dd72efee7c5,782700,HOSPITAL NAVAL_DE SALVADOR,000252020,2020,6,NA,NA,"Objeto: Aquisição de Cama Fowler com elevação de leito, capacidade máxima 150kg para atendimento de pacientes de COVID-19.",11960,NA,2020-06-02,NA,NA,NA,NA,NA,Dispensa de Licitação,BR
dcfd22d98863677f30bea6885cdebc9e,99,7feb4932b02ff8125e5018c5524304d8,153061,UNIVERSIDADE FEDERAL DE JUIZ DE FORA,000262020,18,5,NA,NA,"Objeto: Pregão Eletrônico -  Aquisição de esquipamento de áudio, vídeo e acondicionamento, conforme condições, quantidades e exigências estabelecidas no Edital e seus anexos.",24997,2020-06-18,2020-06-22,NA,NA,NA,NA,NA,Pregão,BR
30944a0622c96235c98bbf97f9546698,99,96edb01612e1365c06349e3369c084d0,153286,FACULDADE DE FARMACIA/UFMG,000262020,2020,6,NA,NA,Objeto: EPIs para utilização nos Laboratórios da Faculdade de Farmácia - UFMG,9020.85,NA,2020-06-18,NA,NA,NA,NA,NA,Dispensa de Licitação,BR
4e339e4f4208393fd65d571aaadf25da,99,60767fab7d38e6598c8b44930647c088,158304,IFSULDEMINAS - CAMPUS MACHADO,000262020,2020,6,NA,NA,Objeto: Materiais produção álcool gel - COVID-19,35000,NA,2020-06-09,NA,NA,NA,NA,NA,Dispensa de Licitação,BR
92de3f84a09162ae8ebbe830f1a8aff4,99,bef9c8e39a4a292bee741513671ede06,158720,UNIVERSIDADE FEDERAL DO SUL DA BAHIA,000262020,2020,6,NA,NA,"Objeto: Aquisição de cabine de segurança biológica, para composição dos laboratórios institucionais de pesquisa em biologia molecular da UFSB.",23446.4,NA,2020-06-09,NA,NA,NA,NA,NA,Dispensa de Licitação,BR
8810b105bb2b636d346c52bf46403c77,99,6fbf5afb71a058ac012d612b56a7c7ae,160136,9º GRUPAMENTO LOGISTICO,000262020,2020,6,NA,NA,"Objeto: Serviço de revisão do sistema hidráulico SH/23, para fins de transposição e transporte de contêiner, no combate a pandemia.",9272,NA,2020-06-01,NA,NA,NA,NA,NA,Dispensa de Licitação,BR
01a8b44db0d285bf048f26ac874681e4,99,0e7ad9a0895f306010487dd72efee7c5,782700,HOSPITAL NAVAL_DE SALVADOR,000262020,2020,6,NA,NA,"Objeto: Instalação de Divisórias com perfil em aço naval, incluindo fornecimento de material, na Ala para pacientes com COVID-19.",1963.7,NA,2020-06-02,NA,NA,NA,NA,NA,Dispensa de Licitação,BR
6b2a673830c794cf86be4895966a7297,99,19f48ab8c8b0f86e192a97c82f790791,153045,UNIVERSIDADE FEDERAL DO CEARA,000272020,2020,6,NA,NA,"Objeto: Aquisição de materiais/equipamentos para o desenvolvimento de ações de enfrentamento da pandemia do coronavírus no âmbito da Universidade Federal do Ceará, conforme Termo de Referência constante nos autos do processo.",164374.6,NA,2020-06-02,NA,NA,NA,NA,NA,Dispensa de Licitação,BR
6dc7f3f1c953cb73c81d259e8165cd19,99,96edb01612e1365c06349e3369c084d0,153286,FACULDADE DE FARMACIA/UFMG,000272020,2020,6,NA,NA,"Objeto: Óculos cirúrgico, com proteção lateral",1703.95,NA,2020-06-24,NA,NA,NA,NA,NA,Dispensa de Licitação,BR
