id_item_contrato,ds_item,sg_unidade_medida,ds_1,ds_2,ds_3,ids_itens_contratos
6649,ROTEADOR WIRELESS D-LINK AC1200 DIR-842 DUAL BAND 4 ANTENAS 5DBI GIGABIT IPV6 10/100/1000 - DIR-842.,NA,ROTEADOR,ROTEADOR WIRELESS,ROTEADOR WIRELESS D-LINK,"{41c07cc5aa19e2e24fba5edc0158d298,d44f1538bed8153421bbf701808303e4,64c97a025959271cd461b0b58d64b16e}"
6650,HD EXTERNO 2TB PORTáTIL USB 3.0.,NA,HD,HD EXTERNO,HD EXTERNO 2TB,"{f6ef73353091778124ae4522c6d9160d,8edecb948b044489c28651cff07ff00b,e605e581cfdea4283f2aeabaee1bac11,c0999bb8c9f5d2a9669bf2043ea8f35f,6f4ffb4043ca0fa659b9dd04613624d3,f0c771c67cf4e2d5facdbc0b55eaa63b}"
6651,PROJETOR BENQ 3.300 LUMENS BIVOL. GARANTIA DE 12 MESES.,NA,PROJETOR,PROJETOR BENQ,PROJETOR BENQ 3.300,"{5b1ff9039925b626b30e62a37751207a,811fc31187451725fa40399f2492ce70,49367ca023b88de9462f242891b4184c}"
7324,"DESTINA-SE ATENDER A SOLICITAçãO DO MEMO NR. 125/CR DE 20/04/20, COBRIR DESPESA COM PAGAMENTO DE DIARIAS, CONF. PLANO DE TRABALHA .",NA,DESTINA-SE,DESTINA-SE ATENDER,DESTINA-SE ATENDER A,"{0f3f9ad6372a2b521c11ae480335f56d,2c9cff79f390c3758581e3be9554f021,5732df96fb98f308565dc54b5fcf5d01}"
8805,CANETA CORRETIVA master 000279255,Unidade,CANETA,CANETA CORRETIVA,CANETA CORRETIVA master,"{754559c7da600789662d3810996da0ce,e651fed53b9c993fe0952e35e71192f9}"
6277,VASSOURA REGIONAL 000226137,Unidade,VASSOURA,VASSOURA REGIONAL,VASSOURA REGIONAL 000226137,"{c0d791f5a9fe570a4c6aafffd048190d,62a4549778e9f808bbfa65374b284373,be237dc86ffb1f97030cd1de4ff64454,a43822f19e00847e8fa46b271384496b,bc6c8ddeac5f22fa5c2dfdfe5064960e,89f6d29a4e181f46dbb2c1035fa59154,035090e4defd4350960df3924f83cdac,335813292789e6244c912d369e0355f4,1d07a7a10f102f1178fbd3c4150b0e3b,b0a3490b129f1bec4f15771742957e7b,47769f2ccfe8ad1bb9da5938d6d02d5f}"
8803,PAGAMENTO ADV 0005 PERIODO DE 21.05.2020 A 09.06.2020 ENTREGA DE CESTAS BASICAS CONFORME OFICIO SUREG/MG/GEROPE/SEPAB 000739 DE 05.05.2020 E AUTORIZACAO000239/2020,NA,PAGAMENTO,PAGAMENTO ADV,PAGAMENTO ADV 0005,"{4769498cfa2fad5d3485b50d608427a7,b638edc84e3e3d6f534b83b95cfceab8,e904b113fdedf8b4b5495e2b6062a948}"
8819,VEDANTE PARA UMIDIFICADOR DE OXIGENIO ARRUELA DE VEDACAO PARA UMIDIFICADOR DE OXIGENIO COM FRASCO DE DIAMETRO DE 60 MM. REF. JG MORIYA 707875 OU SIMILAR. ARRUELA DE VEDACAO PARA UMIDIFICADOR DE OXIGENIO COM FRASCO DE DIAMETRO DE 60 MM.REF. JG MORIYA 707875 OU SIMILAR.,NA,VEDANTE,VEDANTE PARA,VEDANTE PARA UMIDIFICADOR,{8b6e4cfacfb141a78ad503fb93fee7dd}
5377,FLOCOS DE CEREAL Alcafoods 000294029,"PACOTE 300,00 G",FLOCOS,FLOCOS DE,FLOCOS DE CEREAL,"{89f34455eb17031e98c5d63b5891db34,3e6514bdfd839e9d6ce63c8552566408,b7f354bed592c227978e25ac8b9a7cc9,523a7f459e5943b2381c345dbbdff529,91a97c56421b72e3a81e377c1367e2cf,a038df69db85f048ca53f792e5a38051,03dd6692f2c9b57b51be91d6ef7a560d,3d945b84ebadddb139cef5bd701344fd,cf146d0cf0e944310de668f66e89fab0,a9569731f67a5e01ce9bb476e135f391,bfe53f11f2c30d656aaea364483dcf7e}"
8135,MACARÃO ESPAGUETE COMUM.,NA,MACARÃO,MACARÃO ESPAGUETE,MACARÃO ESPAGUETE COMUM.,"{c1a260d20eceb71e0b4c099153db8f16,d8a61b9d0b2657fb2f284d1082ca0a6b,f6d6afa5de04b21f8d3af210b4844cd0,58f69b80e92611d1b9f18d838349f5d8,67a34037887d7fa17bc20f6937af95f4}"
6914,PAPEL KRAFT x 000200595,Quilograma,PAPEL,PAPEL KRAFT,PAPEL KRAFT x,"{9de371911f131f114dfe5c8a9eb324c7,413176ee10784e3c884837f71d684545,a3eb7bba2891033dd386e5e39fce1a98,3dc60f897d7e57a6bd162be42a39655a,798d6e828850b6b3c7d4b32b28ab8281}"
6090,CALCULADORA ELETRÔNICA Kenko 000227396,UNIDADE,CALCULADORA,CALCULADORA ELETRÔNICA,CALCULADORA ELETRÔNICA Kenko,"{0e85d2757ed779599981c0916b19b803,4a2da7ac047d557d5c576357e65e480d,6b5fec8788cea4d2423bc996528fa297,c3ee181d3b4a6654d1d1fb224beb5acb,e92dd2a3f1cacebd0d8ac4e6639b9288}"
8661,PISTOLA APLICADORA FB 000261197,UNIDADE,PISTOLA,PISTOLA APLICADORA,PISTOLA APLICADORA FB,"{d3ffd6051cb909e8ba6b42fb2911aa43,808a77671eabbd57aac5468e3327ec33,357daf5430adbf50818951150735cdb3,fe40cb4c2b42b6f4a616c8b9f751d27a}"
8326,APLICADOR FITA Dist Triangulo 000462273,Unidade,APLICADOR,APLICADOR FITA,APLICADOR FITA Dist,"{bde1e46fd1fa7255bf79fdebb7924790,f3ef02d40ffca5be4cb2f736965ae8ff}"
8794,COLA rendicola 000379312,"Pote 1,00 KG",COLA,COLA rendicola,COLA rendicola 000379312,"{18408c685e5a07a5ab6a26535a06f2ba,8a75906a459e6839e912d3e07280a976,b64416c0b8ba94c5715c78cded38a45f,adf44f4bcd345228120f6fecd835d2db}"
8771,LÁPIS DE COR brw 000259466,"Caixa 24,00 UN",LÁPIS,LÁPIS DE,LÁPIS DE COR,"{1e3e26e6549ed536a2084a7a7af34377,6dd1433e517019e6dc14e3f59ff3b8c7}"
8795,PORTA-LÁPIS/CLIPE/LEMBRETE novacril 000202541,Unidade,PORTA-LÁPIS/CLIPE/LEMBRETE,PORTA-LÁPIS/CLIPE/LEMBRETE novacril,PORTA-LÁPIS/CLIPE/LEMBRETE novacril 000202541,"{d7b745538ed69fb833520c7ae5369b48,de76ba89da93f131e4315b54a1c58b33}"
7168,"QUADRO AVISOS, MATERIAL ALUMÍNIO COM FELTRO VERDE, COMPRIMENTO 200 CM, LARGURA120 CM, FINALIDADE ANEXAR AVISOS, MATERIAL MOLDURA ALUMÍNIO MARCA: CORTIARTE ITEM DO PROCESSO: 00148 ITEM DE MATERIAL: 000252845",NA,QUADRO,"QUADRO AVISOS,","QUADRO AVISOS, MATERIAL","{cb91dfd81d5425ece2ccd17a8e1d0b64,9e97f10d4a3d9fd23bef1cf20ffb32c0,0bbf5e99df87ed9e41e5907de06a147b,8fafb27cba5e6b89f7fd4c92dd88b716,733bb6da3181796600614f35252865ad}"
5564,TNT s/m 000268240,Metro,TNT,TNT s/m,TNT s/m 000268240,"{b8445dc39a57de9bfcc22945f9378dff,4f44b9c93d87aa138ee4a54330febb9b,4c59eb5218fd95226a26baa6f9c0400e}"
8823,MICROPIPETA Nova Analítica 000408627,Unidade,MICROPIPETA,MICROPIPETA Nova,MICROPIPETA Nova Analítica,"{22bc94d5ab4fc385c14ae476e83f2301,bea4975241e2b92c542bad0fba587b9b,445255b570b0e0ade127e57df29967e2,9c4a62a86e4ba95dfd6b0de45bc14f6d}"
6668,PÁ DE LIXO CABO LONGO,NA,PÁ,PÁ DE,PÁ DE LIXO,"{7bb958fb620269e73ff837dada32ffc7,3de988a355f823ef897b62c4d9c77e15,d4bd79d702c624c8a4cc56bffc0304ae,fdb43f26c73ec3e0c4d31885eb88b494}"
6300,VASSOURA DONNA,NA,VASSOURA,VASSOURA DONNA,VASSOURA DONNA ,"{cb0fb21bf1dc4ea195950454b32e05de,8505cc508f0c3338aa480057f043e3ef,f7e1511ddebe6b3e59cd9f3cf1b49742,0c2857057434f27186d9577905b528aa}"
8821,"BOROSCOPIO Suprimento de Teto para Leitos de UTI com Dois Braços Mono Articulados que deve atender as seguintes especificações mínimas: Lado Direito (Ventilação): 1. No mínimo 01 (uma) articulação 330º, composta de braço articulado e de comprimento mínimo de 1200 mm, equipado com capacidade de carga de no mínimo 150 kg, 2. Deverá ser equipado com um corpo ou coluna com dimensões mínimas de 1000 mm de altura com 2700 mm de largura e profundidade de 220 mm, com rotação míni",NA,BOROSCOPIO,BOROSCOPIO Suprimento,BOROSCOPIO Suprimento de,"{7d3d1facfe2d6582c10a794bebb5ab00,856e6b7bc8e73ac7338204c4d5e653bc,0769779af3f03039cdb913d93fddf669,611fef82ba2f69764ddc62dcb9353f8d}"
8824,ATENDER PAGAMENTO DO BENEFICIO EMERGENCIAL PARA MANUTENÇÃO DO EMPREGO E DA RENDA,NA,ATENDER,ATENDER PAGAMENTO,ATENDER PAGAMENTO DO,"{bd7c19915b701481e45e75a64e10f6ea,da891f6a5e2c4019db3bfbbe8748f677}"
7131,FEIJÃO MESTRE CUCA 000233587,Quilograma,FEIJÃO,FEIJÃO MESTRE,FEIJÃO MESTRE CUCA,"{4012166a87afee7f4f8ca8b5a37f6eaf,908829a5a446f89c826dc03bcba40911}"
5420,MEL ABELHA Dumel 000348080,"Saco 15,00 G",MEL,MEL ABELHA,MEL ABELHA Dumel,"{26cfbaf7a8c0f24b1acf72eee2ab3b2f,ac59fdedccfe273512807d86aab69e33,4922d46ca5561f9ef6dd56f0a1e57eff,f20d9ff34efb40335247f5903fd6b8de,f3decd9415cf57d91b0f8f48273d641e,3a51911bcebfd724496f103953c875e2}"
8828,SAL BERNADO 000216913,Quilograma,SAL,SAL BERNADO,SAL BERNADO 000216913,{8c1776c6705c81bb79273d56e03f575f}
8829,AVENTAL KALAZO 000335478,"Pacote 10,00 UN",AVENTAL,AVENTAL KALAZO,AVENTAL KALAZO 000335478,{143c36777798d626e2ff11f7376fd6fe}
7777,VINAGRE TOSCACO 000249817,"Frasco 750,00 ML",VINAGRE,VINAGRE TOSCACO,VINAGRE TOSCACO 000249817,"{c7d69727cfbe9827ce07318245f0a2ea,e55306cef60f5caf37528de627851937}"
8831,"PROJETO 'AçãO INSTERDISCIPLINAR DO CAMPUS PARINTINS PARA PREVENçãO DO COVID-19E A PROMOçãO DA SAúDE FíSICA E MENTAL EM TEMPOS DE PANDEMIA', SELECIONADO PELOEDITAL DE CHAMADA PúBLICA Nº 1/2020 - PROEX IFAM, DE 14 DE ABRIL DE 2020.",NA,PROJETO,PROJETO 'AçãO,PROJETO 'AçãO INSTERDISCIPLINAR,{542822b92abbc20bef61431146edaadc}
8832,"DESLOCAMENTO DE POLICIAIS MILITARES DO BATALHãO DE POLICIA, PARA REALIZAREM O O SERVIçO DE SEGURANçA FíSICA DAS EQUIPES DA FUNAI E DSEI NA BARREIRA SANITáRINOS LIMITES DA TI LAGO DO AIAPUá, CONF. MEMO Nº 74/2020/SEGAT 2020NC001963.",NA,DESLOCAMENTO,DESLOCAMENTO DE,DESLOCAMENTO DE POLICIAIS,{4aa4bb55a5329b01d6777eafdac2e8ea}
6739,19-002-3295 CAMINHAO PESADO ISOTERMICO C EQ GERADOR DE FRIO,NA,19-002-3295,19-002-3295 CAMINHAO,19-002-3295 CAMINHAO PESADO,"{7bac56391c6fbdc795150a301bb544b3,d7258b397499dde18bf53af9cb1a6356,e98fe3702a3b8c445eb3acc5e746ebbc,5b4d6de4e10083522a1f0b901546dc57,c567398efd94be75bbf1ac826e56b930}"
8827,"DESC. ORÇ. P/COBRIR DESPESAS C/DIÁRIAS DE SERVIDORES E COLABORADORES EVENTUAISVISANDO REALIZAR SEUS DESLOCAMENTOS COM FINALIDADE DE COMBATE E PREVENÇÃO À COVID-19, CONF. SPO DPT 322, SEI 2163763, PROC. 08620.003313/2020-86.",NA,DESC.,DESC. ORÇ.,DESC. ORÇ. P/COBRIR,"{df60c4e30c705a5edf58f731636414cf,c04f5ef586c1d7e0c3509312ebf0fe9c}"
8833,"CONT.EMP.PARA PREST.DE MANUTENçãO VEICULO PARA USO EXCLUVISO NA CONFECçãO DE CESTA BASICA AUTOR.PRESI CONF.FOLHA NR 241 DO PROCESSO NR 21218.000015/2019-11NE, NOS TERMOS DO ART.416,INCISO II E ART.417,PARAGRAFO UNICO,RESPECTIVAMENTE,DO REGULAMENTO DE LICITAÇÃO E CONTRATOS (RLC) DA CONAB.",NA,CONT.EMP.PARA,CONT.EMP.PARA PREST.DE,CONT.EMP.PARA PREST.DE MANUTENçãO,{23423bcee41a0b553a3e5003a9d83a39}
5457,PREDNISONA VITAMEDIC 000267743,Comprimido,PREDNISONA,PREDNISONA VITAMEDIC,PREDNISONA VITAMEDIC 000267743,"{8210f2c9a5dac2e66afd47768d7bdf3b,c86c06d7683bcbab4e9ad4495d3bacfe,8a82c75366430bfc5a3fcf46f368de56}"
8834,AMBROXOL NATULAB 000446264,"FRASCO 50,00 ML",AMBROXOL,AMBROXOL NATULAB,AMBROXOL NATULAB 000446264,{f6a5d4f2b63f45af96a20096703fcd84}
8835,CAPTOPRIL PRATI 000267613,COMPRIMIDO,CAPTOPRIL,CAPTOPRIL PRATI,CAPTOPRIL PRATI 000267613,{e6b7a259398590578e9e7a4f4d8954e7}
8836,SIMETICONA PRATI 000412963,COMPRIMIDO,SIMETICONA,SIMETICONA PRATI,SIMETICONA PRATI 000412963,{f1a71f10f28fa6ee2394c5e1a7e80f8f}
7905,ALCOOL 1LT,NA,ALCOOL,ALCOOL 1LT,ALCOOL 1LT ,"{474c102e4a6fcc15082a514e35aaccd0,12cf0f1e0f03a29455168f3940d3fb9f,8df2c5e3cd8c6a5c9f583645423941eb}"
7906,DESORISADOR AEROSOL,NA,DESORISADOR,DESORISADOR AEROSOL,DESORISADOR AEROSOL ,"{c856b6a8b98b3587aab186b27588a3d0,a2d7405e918578f6f2a4428a03bf5ae2}"
6412,DETERGENTE 500ML,NA,DETERGENTE,DETERGENTE 500ML,DETERGENTE 500ML ,"{d559fcfaa1996d2564d1e8b11239197d,b66605a0e474f2b25d7191d78a05f1b9,4347dab6fba2eb63af04a3d9077ff3ac,a7e35153d85a77a30782433248a579e7,51ae6d5f4cb6dbe0b8757ab29bd83d97,26171270bba576d5cd4afffd0e0c4da0,07814683477318f63d1463da004ca09b,23b04f0c7e159e29e4ea4a7302ade91e,94e38f69cf5cb52eab673503b70b2871,531f8710f44ec05c354c5c0817cece89,414e3b6052807c9049b4ecfb052b58e3,446c3baba822afe3691673967240c177,eb6e68b23bfe5dc0f91c811533fd70dc,f9510cde389b209df4291c9b79b9a30a,d3036e7b3d2df4c579d96f0e110812f0}"
7907,SABAO EM PO,NA,SABAO,SABAO EM,SABAO EM PO,"{16cae9e9b50d612ecdfb21f512204c11,bcd1a18d74dc86b6251d51cb9c330dc5,d285f65cb4a5f1422e8a58cc1817e2bc,dca72310989989d1fc6b89c70b082a78}"
5397,Barra de cereal diversos sabores com 30g KOBBER 000137251,Unidade,Barra,Barra de,Barra de cereal,"{44c3344f090eccc7a868faf1d1662aad,950d90bab91843f5fec5b275f68618a3,db7061dea938bb759d924ad561d0bbab,846821e6607b51a40c3e3165ea3a9b6a,2d9bb8be41422c84923744f5280b14a4,1361a863bd9ae25487f57d6aa43886b9,53764666604f0991464be46847777972,5ee9dee03f98b1062f5db981755fe38e,0fcfe5182d280c5aa9fb383feaccd101,7f0190a3dfd554bed94f11d91420a278,2299e4a00c7540ba99f7678dfb04d99b}"
8840,PAPEL DE TORNASSOL JPROLAB 000410419,Unidade,PAPEL,PAPEL DE,PAPEL DE TORNASSOL,{b544d2ee75844f589dfae382a14f3d22}
8841,"TELA SOLDADA TELA SOLDADA 2,50MM (ROLO 2,0MX 25M) ALAMBRADO 15X5 A119002651 GERDAU GPA TROCA DE FONTE DE RECURSOS",NA,TELA,TELA SOLDADA,TELA SOLDADA TELA,{51b67ae81d55d580974907a45fc4ebb9}
8378,PERA USO MÉDICO MERISIO 000466813,Unidade,PERA,PERA USO,PERA USO MÉDICO,"{e5d55caff89fe663a8cd6ec9dc24b62d,47dc35fa3e509cf625b79e3b60de47a0}"
8842,CEFANETES (SWAB) ESTEREIS NEUTROS HASTE PLASTICA CAIXA COM 100 UNIDADES,NA,CEFANETES,CEFANETES (SWAB),CEFANETES (SWAB) ESTEREIS,{bf49462759609b0db40c99d68f9ef89f}
8844,VALVULA EXALATORIA PARA MASCARA DE BIPAP E CPAP compativel com equipamento respironics REF: 312149,NA,VALVULA,VALVULA EXALATORIA,VALVULA EXALATORIA PARA,{6ee6f22f08f662a790ad0eea66f5f5d2}
8600,CARRETILHA DE USO EM COSTURA                                                  Carretilha para uso em costura de ferro alta FELINN 000065552,Unidade,CARRETILHA,CARRETILHA DE,CARRETILHA DE USO,"{9d147312c157c7eedeaa172dc40eca5b,4bd48ced725623e3966746188559d55b,ba97e8304fea78af3a08fd00f37a3241,13f5e0822f77668c1e9a6fbbd26323ad}"
5291,LISTA DE EMPENHO PARA PAGAMENTO DE FRETAMENTO DE AERONAVE PARA REPATRIACAO DE TURISTAS BRASILEIROS RETIDOS NO PERU EM DECORRENCIA DA INSTITUICAO DE ESTADO DE EMERGENCIA NACIONAL (NO CONTEXTO DA PANDEMIA COVID19).01ABR2020.,NA,LISTA,LISTA DE,LISTA DE EMPENHO,"{d90789487ca1f2ba1307e39a946bacb9,1626b2865637281ace518104991211bd,fb1e1a1fb00705260efaf33cac4e1c78,7416c4bc697eb5d75aa13d0506d82fde,a21f7e7dbdf67b9a1cb3084db0a12511,f49c4bbe172bded998a7b07e5dc1f896,a79c3fee7df8d42b1e88b00867d3df93,984ab6a9a858978978bf71cb6b79cd32,75b365d179ed2b1751602d2f60dd5d99,ee876962d6c16e9e45b279d487f2ad74,0a9953184deda473246e1f42e3679bcb,14a6df6444f47245d794f3e67da92d45,747e5dac78bba849052783c7bee2c829,e3e750d2b8b227dc650eb93bb2c06b9e,dc668c4c54f86dc5b48c2629f1bbe1ed,8b309a5c9d65cd773bf4bb975bc38ce0,2b4ad5765dfa506aef7e0a0ced76e6d0,c09f98aa99e853f08b97b33a0aca6641,76880063cbe1912d54a0ab8d821eff85,c744b826d715ffde0dcbd79607586b85,601d356a7060c757dca13e283e568f15,5c999e26aaa494c19a2622738b30d1f3}"
8846,CAIXA NA 000244567,UNIDADE,CAIXA,CAIXA NA,CAIXA NA 000244567,"{6a79a9c4211aa2e61e3f3686e3162c10,b98a52dbb14d04ba0d673926de84c82f}"
6143,FARINHA CEREAIS DOCE MEL 000235765,QUILOGRAMA,FARINHA,FARINHA CEREAIS,FARINHA CEREAIS DOCE,"{74c3309955c96cc305e455c96ceaafec,1f639fd49a9857ebe9be18d894be60e5,0db37fd1f7bd506c0917e1887dffbe52}"
5787,FLANELA TECIDO S/M 000223533,Unidade,FLANELA,FLANELA TECIDO,FLANELA TECIDO S/M,"{f7e52d33264cc2589976dc5a422b7d81,1174a61ca67ff4cc600d2189a6be1397,e11fdfe8ab7c13cbf8a58ed7fb572df7}"
7955,LACRE 16CM PCT C/100UN,NA,LACRE,LACRE 16CM,LACRE 16CM PCT,"{f9607bc21b7aac3c8aea5319347d5490,52a662d4eca0acec5586b2f5ebe9fd2f}"
7956,PRANCHETA MDF,NA,PRANCHETA,PRANCHETA MDF,PRANCHETA MDF ,"{cad0f90beadfa8f415a873f95112222c,b7798318233f19ffc93c091d0d216b6f}"
7687,BORRACHA BRANCA,NA,BORRACHA,BORRACHA BRANCA,BORRACHA BRANCA ,"{d9ade51d8b7659534506314baf39f53c,b5362542f87f309c88ba744cb513c55f}"
8851,CANTONEIRA FERRO ABAS IGUAIS 1.1/2'X3/16'X6M BARRA C/6 METROS TROCA DE FONTE DE RECURSOS,NA,CANTONEIRA,CANTONEIRA FERRO,CANTONEIRA FERRO ABAS,{9df71fced9eb511b7e00f4f8adc57efe}
6628,DETERGENTE GENIAL 000354666,"Frasco 500,00 ML",DETERGENTE,DETERGENTE GENIAL,DETERGENTE GENIAL 000354666,"{2e3ce564e82a247e197f7b291eec245e,7c3a42479b3a78b206b5602d927852e4,d9d9f9d18aad351a19204c870f3f9d52,ce0e1903ae5731c79dd00c2e35100d44}"
8853,RETROVISOR E LIMPADORES DE PARABRISA,NA,RETROVISOR,RETROVISOR E,RETROVISOR E LIMPADORES,{bd8ac7f0db6e5e82c25ae506afb0f4a7}
8140,OUTROS SERVICOS DE GERENCIAMENTO DE INFRAESTRUTURA DE TECNO LOGIA DA INFORMACAO E COMUNICACAO (TIC) 000027022 Outros serviços de gerenciamento de infraestrutura de tecnologia da informação e comunicação (tic) - Plataforma BEM - Transacional,NA,OUTROS,OUTROS SERVICOS,OUTROS SERVICOS DE,"{3ac57126d132ac254132b571f2dfca90,a7b7fe61f1a5fd3414e00644b0e60b3b,8df9dbeb84c1906dc014853922e2e227,a801d5dcb40d0b1f230bfb38b156f62e,cfae3abc4c7b08f3e53d341bdd2c2451,b61266d1d823edcbf731f8f94bebb686,44be0f9cfaa9a9fb957fd991bddf0102,64cdc11f97a74ed11f5e8ebb9c60dd58}"
8599,PAPELÃO FELINN 000272600,"Fardo 20,00 FL",PAPELÃO,PAPELÃO FELINN,PAPELÃO FELINN 000272600,"{1f344ef4a5cc6b5037c14d5b4794270f,b01a2c4f022b3be23b255426dbb6098e}"
8601,CAIXA CORRESPONDENCIA                                                         Caixa correspondência. Embalagem com abas. Material: papelão reforçado. Dimensões (cm): 40 x 40 x 50.                                                       MARCA: FELINN  ITEM DO PROCESSO: 00002  ITEM DE MATERIAL: 00013924 FELINN 000139246,Unidade,CAIXA,CAIXA CORRESPONDENCIA,CAIXA CORRESPONDENCIA ,"{9c4b992c74e0e2610a0e4563c430537e,f94dba3438ac51e149d2e962cb1c0e8a,ef39e8bf2dee5e6dd68c5e8f1ec9a1d9,876a27ec246100110b5bb1775541334b}"
7633,MANGUEIRA COMBATE INCÊNDIO storz 000449330,Unidade,MANGUEIRA,MANGUEIRA COMBATE,MANGUEIRA COMBATE INCÊNDIO,"{901ace8c256abb51be06499379904990,51c2142fdf8dbe0060d30a3280c48c4e}"
6635,AMACIANTE DE ROUPAS 500ML SÃO CAETANO,NA,AMACIANTE,AMACIANTE DE,AMACIANTE DE ROUPAS,"{c156e168e64a15e6b28e73712f805580,f1d46f2b3f14975929c66b342141ddf9,834db6cbb5d5bd7deb1113bb72f157c0,66465fb76fff065d1d7f326cac187406,9e95ebc5a456f2db9df4e6564a49d1a9,2f629ca9afed2c4ce8c6b697b130b8c6,3a480549253b5cb4e6e5dd9e5697de08,cee6bb8ed32403e56caa83717a62631f,a00cdf43fd723e3485d0031173aca3fc,a04533245a33b8e101a1274b072686be,a2cd5406570266c2984dc4fa51bc655a,a3bb26e81e03808a898a494835a8aec6,36f1a74a102997619b5922760f2ed4dc}"
8460,"EMPENHO COM FINS A PROMEVER INDENIZAçãO A SERVIDORES E COLABORADORES QUE IRãO à CAMPO EM REALIZAçãO DE ATIVIDADES FINALíSTICAS DA POLíTICA INDEGENISTA EM áREA SOB ATRIBUIçãO DESTA CRJPA, NO CONTEXTO DA COVID-19, CONFORME O CONSTANTEDA NOTA DE CRéDITO NOTA 2020NC001494 - SPO 177-DPT-FUNAI .",NA,EMPENHO,EMPENHO COM,EMPENHO COM FINS,"{b8bea4db593bc86a464f43675d8d7dbe,4a8439545ff5bc95166dd61497bdfd93,bc40b56cd6f87bb538eb7bf2551c40c9,6f12eca0352a795cd8e0faf5019cc817,bdfee9a56c8e50e801de3f7a1ab59327}"
5097,LAMINA DE LARINGO RETA TIPO MILLER PARA FIBRA OTICA N?4 reprossavel.,NA,LAMINA,LAMINA DE,LAMINA DE LARINGO,"{85ddd4028547ad3941543baef557916e,bd606516b88cb40e2b850dc18cad57d9,36dc5e80ae755a008c54c5c052b8f54d,8a71e0e7434f7640eaa6720cd1dee946,70e8a17e7332280f73b895c19c1df651,e29657add19f6fc89fc79945a7bbde0c,f2755b314c2cf599b0237665dda9b528,ec8cbc9da3ffd2e67690250f41927aff,04a1c7f5eea3c3ede06102e4c515cc4e,0657284da733817095399b28cbc92231,f749f5608e7de942af1b997e93863366,a6f1c1d38c92341a6a08eae84f2904a7,fadf166e87f6d8f198d5a6d469934420,dfd02aa58be20a98117405b170d330f3,46849124f39e3096150b3a719ca371bd,895515bcdb33efee07e08c129f1f5a68,c8fcec8a576e4e7d8236ab4daa54143c,410e3acbc717f3fb612bf511f86f2be3,66eeba4ac1fd5ed4a82f5fa73245d38b,88d47878bd85051fcaf8945a130938ae,4deaa72f13913df4b4680acd38110b9d,1e70b148c77a9c0f13f33aaeb09fa9b8}"
8576,TAXAS AEROPORTUáRIAS COBRADAS PELO EMBARQUE DE PASSAGEIROS NO VOO DE ESTADO REALIZADO EM 17 DE ABRIL DE 2020. PROCESSO 65/2020.,NA,TAXAS,TAXAS AEROPORTUáRIAS,TAXAS AEROPORTUáRIAS COBRADAS,"{15d88286dce213a08e1ca4936b52dbd5,cf8136215f27801b768e09f6f3a25fe2,ac7f646f3443a50981a1d44d05e4d5eb}"
7025,LIMPADOR DE VIDROS - ITEM 7,NA,LIMPADOR,LIMPADOR DE,LIMPADOR DE VIDROS,"{e9bae5ad2f91e125ab37d3ae7998533d,db000ac1e080bff4420d4ee6074ab1a0,c260d21eb8e54f0abebc580d4c3e01e8}"
5269,CONDIMENTO* Mariza 000408597,Unidade,CONDIMENTO*,CONDIMENTO* Mariza,CONDIMENTO* Mariza 000408597,"{1555b574c3b24d230e6f705296b82f46,1df89f63473018820876d6da538813c4,d1f11198bfff8daec52de32851f03578,795261ea14f0e724e1ba87ddb56203a0,939e802f0cf4077fe31019e0e2e0a700,04a829d8659c74a5765d53b50aa672e7,be591a5f4bec63134c510b8c35d2719d,9eeb44ab8f555af2603695d7b01106b7,adfaa4fb8a18d26ea18118512d4c2d3c,e880042951f69bd4bf63b0aed0189b0a,0eedf4d4d34336c2292d7060bbf699c1,7b1e1a7cb818882ebdfc7e30e6488007,8ac17966a9ee8862e2017ceb5baa1038,b17735310968572634c349e334d4cba5,ffc4146c8b86a46a6d89ad59c21e6402,3c8b673959d070c28912a912bb8f618d,ef96b670789327e338d7cd59fdbe9a92,30b968dfede550510b528778f4429bf9,7a730f39cc1caa3ca7315f40fdc24141,1611a6da4389ddcebe76dcb999f1394e}"
7337,FARINHA PRE-COZIDA DE MILHO - POLENTA Marata 000100161,UNIDADE,FARINHA,FARINHA PRE-COZIDA,FARINHA PRE-COZIDA DE,"{68e6d7d904db5e9f09cef4d9e81e8dba,de8c024b86e9b78c25ae170f4584c605,85fca520c32d4c749059e3eec9e2edc3}"
7306,FEIJÃO D  Amazonia 000346596,QUILOGRAMA,FEIJÃO,FEIJÃO D,FEIJÃO D ,"{3f1e8eddf6c94e4000b26e33381c4747,bbde9cc74134768da1f9c945fb16a237,569cede3497e13ba15e0fb84c593c99f,f301b754939df4b67589529902eaeb86,18140f0aa54a9b076ededc6736737c2d,7ebb24fba022fc3506268c6db4de472a}"
5693,TINTA IMPRESSORA FASTPRINTER 000246722,UNIDADE,TINTA,TINTA IMPRESSORA,TINTA IMPRESSORA FASTPRINTER,"{5f414965aadcb4c4784e8588332197ab,98211fc28e49fb5d41d84004091536be,1f4d0c9ddef16310c0b7e2733c9b0ba4,bd4875e52113859f78a8afaca73e7d18,265ad66fe9f2595321210163ba9e4c77,05bbb787bd4f5a1911639d3b3f67b6a1,8a49b79e48b5b1ac8dec0c366b2edc9d,aaa55b3ef8470829cb20988c4107317e,f18bc8767f8f079f818007d3744bc6cf}"
