CD_ORGAO,NOME_ORGAO,SIGLA_ORGAO,ESFERA,SETOR_GOVERNAMENTAL,CNPJ,HOME_PAGE,NATUREZA_JURIDICA,CONTABILIDADE,SITUACAO_ORGAO,CD_MUNICIPIO_TCERS,NOME_MUNICIPIO,CD_MUNICIPIO_IBGE
51601,CM DE MACHADINHO,CM MACHADI,MUNICIPAL,LEGISLATIVO,9323611000145,www.machadinho.rs.gov.br/,PUBLICA,4320/64,1-ATIVO,116,MACHADINHO,4311700
51602,FUND. HOSPITALAR E EDUC. SÃO FRANCISCO DE ASSIS - MACHADINHO,FHOESFA,MUNICIPAL,FUNDAÇÃO,90484395000138,www.fhoesfa.com.br,PUBLICA,4320/64,1-ATIVO,116,MACHADINHO,4311700
51700,PM DE MARAU,PM MARAU,MUNICIPAL,EXECUTIVO,87599122000124,www.pmmarau.com.br,PUBLICA,4320/64,1-ATIVO,117,MARAU,4311809
51701,CM DE MARAU,CM MARAU,MUNICIPAL,LEGISLATIVO,92408285000112,www.cvmarau.com.br,PUBLICA,4320/64,1-ATIVO,117,MARAU,4311809
51800,PM DE MARCELINO RAMOS,PM M RAMOS,MUNICIPAL,EXECUTIVO,87613287000103,www.marcelinoramos.rs.gov.br,PUBLICA,4320/64,1-ATIVO,118,MARCELINO RAMOS,4311908
51801,CM DE MARCELINO RAMOS,CM M RAMOS,MUNICIPAL,LEGISLATIVO,29391235000133,www.marcelinoramos.rs.leg.br,PUBLICA,4320/64,1-ATIVO,118,MARCELINO RAMOS,4311908
51802,CIA. ÁGUAS TERMAIS MARCELINO RAMOS - TERMASA,TERMASA,MUNICIPAL,SOCIEDADE ANÔNIMA,92453489000175,www.termasdemarcelino.com.br,PUBLICA,6404/76,1-ATIVO,118,MARCELINO RAMOS,4311908
51900,PM DE MARIANO MORO,PM MARIANO,MUNICIPAL,EXECUTIVO,87613386000195,www.pmmarianomoro.com.br,PUBLICA,4320/64,1-ATIVO,119,MARIANO MORO,4312005
51901,CM DE MARIANO MORO,CM MARIANO,MUNICIPAL,LEGISLATIVO,29294556000110,camaramarianomoro.rs.gov.br/,PUBLICA,4320/64,1-ATIVO,119,MARIANO MORO,4312005
52000,PM DE MATA,PM MATA,MUNICIPAL,EXECUTIVO,88485412000100,www.mata.rs.gov.br,PUBLICA,4320/64,1-ATIVO,120,MATA,4312104
52001,CM DE MATA,CM MATA,MUNICIPAL,LEGISLATIVO,88485412000100,www.camaramata.rs.gov.br,PUBLICA,4320/64,1-ATIVO,120,MATA,4312104
52100,PM DE MAXIMILIANO DE ALMEIDA,PM MAX ALM,MUNICIPAL,EXECUTIVO,87613279000167,www.maximilianodealmeida.rs.gov.br,PUBLICA,4320/64,1-ATIVO,121,MAXIMILIANO DE ALMEIDA,4312203
52101,CM DE MAXIMILIANO DE ALMEIDA,CM MAX ALM,MUNICIPAL,LEGISLATIVO,32324724000187,www.maximilianodealmeida.rs.gov.br/,PUBLICA,4320/64,1-ATIVO,121,MAXIMILIANO DE ALMEIDA,4312203
52200,PM DE MIRAGUAÍ,PM,MUNICIPAL,EXECUTIVO,87613121000197,www.miraguai.rs.gov.br,PUBLICA,4320/64,1-ATIVO,122,MIRAGUAÍ,4312302
52201,CM DE MIRAGUAÍ,CM MIRAGUA,MUNICIPAL,LEGISLATIVO,91997130000104,www.miraguai.rs.gov.br,PUBLICA,4320/64,1-ATIVO,122,MIRAGUAÍ,4312302
52202,FUNDO ASSIST. SEG. SOC. SERV. MUN. DE MIRAGUAÍ,FASSMI,MUNICIPAL,AUTARQUIA,94726718000103,,PUBLICA,4320/64,4-EXTINTO,122,MIRAGUAÍ,4312302
52300,PM DE MONTENEGRO,PM MONTENE,MUNICIPAL,EXECUTIVO,90895905000160,www.montenegro.rs.gov.br,PUBLICA,4320/64,1-ATIVO,123,MONTENEGRO,4312401
52301,CM DE MONTENEGRO,CM MONTENE,MUNICIPAL,LEGISLATIVO,2856827000127,www.montenegro.rs.leg.br,PUBLICA,4320/64,1-ATIVO,123,MONTENEGRO,4312401
52302,FUND. MUN. DE ARTES DE MONTENEGRO,FUNDARTE,MUNICIPAL,FUNDAÇÃO,90896275000148,www.fundarte.rs.gov.br,PRIVADA,4320/64,1-ATIVO,123,MONTENEGRO,4312401
52400,PM DE MOSTARDAS,PM,MUNICIPAL,EXECUTIVO,88000922000140,www.mostardas.rs.gov.br,PUBLICA,4320/64,1-ATIVO,124,MOSTARDAS,4312500
52401,CM DE MOSTARDAS,CM MOSTARD,MUNICIPAL,LEGISLATIVO,9296645000198,www.mostardas.rs.leg.br,PUBLICA,4320/64,1-ATIVO,124,MOSTARDAS,4312500
52402,FUND. CASA DA CULTURA DE MOSTARDAS,FCCM,MUNICIPAL,FUNDAÇÃO,92324276000143,,PRIVADA,4320/64,4-EXTINTO,124,MOSTARDAS,4312500
52500,PM DE MUÇUM,PM MUCUM,MUNICIPAL,EXECUTIVO,88224712000135,www.mucum-rs.com.br,PUBLICA,4320/64,1-ATIVO,125,MUÇUM,4312609
52501,CM DE MUÇUM,CM MUCUM,MUNICIPAL,LEGISLATIVO,29347888000115,www.camaramucum.rs.gov.br,PUBLICA,4320/64,1-ATIVO,125,MUÇUM,4312609
52600,PM DE NÃO-ME-TOQUE,PM NAO-ME-,MUNICIPAL,EXECUTIVO,87613519000123,www.naometoquers.com.br,PUBLICA,4320/64,1-ATIVO,126,NÃO-ME-TOQUE,4312658
52601,CM DE NÃO-ME-TOQUE,CM NAO-ME-,MUNICIPAL,LEGISLATIVO,4233647000114,www.camaranmt.com.br,PUBLICA,4320/64,1-ATIVO,126,NÃO-ME-TOQUE,4312658
52700,PM DE NONOAI,PM NONOAI,MUNICIPAL,EXECUTIVO,91567974000107,www.nonoai.rs.gov.br,PUBLICA,4320/64,1-ATIVO,127,NONOAI,4312708
52701,CM DE NONOAI,CM NONOAI,MUNICIPAL,LEGISLATIVO,2367144000106,www.camaranonoai.rs.gov.br,PUBLICA,4320/64,1-ATIVO,127,NONOAI,4312708
52702,FUND. ADÍLIO DARONCHI - NONOAI,FAD-NONOAI,MUNICIPAL,FUNDAÇÃO,90160318000122,,PUBLICA,4320/64,4-EXTINTO,127,NONOAI,4312708
52703,CONS. INTERM. DE SAÚDE - CONISA,CONISA,MUNICIPAL,CONSÓRCIO ADMINISTRATIVO,1987787000190,www.conisa.rs.gov.br,PUBLICA,4320/64,1-ATIVO,127,NONOAI,4312708
52800,PM DE NOVA ARAÇÁ,PM NOVA AR,MUNICIPAL,EXECUTIVO,87502902000104,www.novaaraca.rs.gov.br,PUBLICA,4320/64,1-ATIVO,128,NOVA ARAÇÁ,4312807
52801,CM DE NOVA ARAÇÁ,CM NOVA AR,MUNICIPAL,LEGISLATIVO,32947123000120,transparencia.novaaraca.rs.gov.br,PUBLICA,4320/64,1-ATIVO,128,NOVA ARAÇÁ,4312807
52900,PM DE NOVA BASSANO,PM N.BASSA,MUNICIPAL,EXECUTIVO,87502894000104,novabassano.rs.gov.br,PUBLICA,4320/64,1-ATIVO,129,NOVA BASSANO,4312906
52901,CM DE NOVA BASSANO,CM N BASSA,MUNICIPAL,LEGISLATIVO,22941022000199,www.novabassano.rs.leg.br/,PUBLICA,4320/64,1-ATIVO,129,NOVA BASSANO,4312906
53000,PM DE NOVA BRÉSCIA,PM N BRESC,MUNICIPAL,EXECUTIVO,88600655000141,www.prefeituradenovabrescia.com.br,PUBLICA,4320/64,1-ATIVO,130,NOVA BRÉSCIA,4313003
53001,CM DE NOVA BRÉSCIA,CM N BRESC,MUNICIPAL,LEGISLATIVO,17336818000182,www.camaranovabrescia.com.br,PUBLICA,4320/64,1-ATIVO,130,NOVA BRÉSCIA,4313003
53100,PM DE NOVA PALMA,PM PALMA,MUNICIPAL,EXECUTIVO,88488358000156,www.novapalma.rs.gov.br/,PUBLICA,4320/64,1-ATIVO,131,NOVA PALMA,4313102
53101,CM DE NOVA PALMA,CM N PALMA,MUNICIPAL,LEGISLATIVO,89250674000158,www.camaranovapalma.rs.gov.br/,PUBLICA,4320/64,1-ATIVO,131,NOVA PALMA,4313102
53200,PM DE NOVA PETRÓPOLIS,PM N PETRO,MUNICIPAL,EXECUTIVO,88572748000100,www.novapetropolis.com.br,PUBLICA,4320/64,1-ATIVO,132,NOVA PETRÓPOLIS,4313201
53201,CM DE NOVA PETRÓPOLIS,CM N PETRO,MUNICIPAL,LEGISLATIVO,21585073000162,www.camaranovapetropolis.rs.gov.br,PUBLICA,4320/64,1-ATIVO,132,NOVA PETRÓPOLIS,4313201
53300,PM DE NOVA PRATA,PM NOVA PR,MUNICIPAL,EXECUTIVO,91618439000138,www.novapratars.com.br,PUBLICA,4320/64,1-ATIVO,133,NOVA PRATA,4313300
53301,CM DE NOVA PRATA,CM NOVA PR,MUNICIPAL,LEGISLATIVO,22244392000177,camaranovaprata.rs.gov.br/,PUBLICA,4320/64,1-ATIVO,133,NOVA PRATA,4313300
53302,INST. PREV. ASSIST. MUN. - NOVA PRATA,IPRAM,MUNICIPAL,AUTARQUIA,91567420000100,www.novapratars.gov.br,PUBLICA,4320/64,1-ATIVO,133,NOVA PRATA,4313300
53400,PM DE NOVO HAMBURGO,PM N HAMBU,MUNICIPAL,EXECUTIVO,88254875000160,www.novohamburgo.rs.gov.br,PUBLICA,4320/64,1-ATIVO,134,NOVO HAMBURGO,4313409
53401,CM DE NOVO HAMBURGO,CM N HAMBU,MUNICIPAL,LEGISLATIVO,94709284000133,www.camaranh.rs.gov.br,PUBLICA,4320/64,1-ATIVO,134,NOVO HAMBURGO,4313409
53402,FENAC S/A. HOTÉIS E COMÉRCIO-N.HAMBURGO,FENAC-HOTE,MUNICIPAL,SOCIEDADE ANÔNIMA,87189106000163,,PRIVADA,6404/76,4-EXTINTO,134,NOVO HAMBURGO,4313409
53403,EMPRESA DE SERV. INTERMUN. LTDA.-N.HAMBURGO,ESINTER,MUNICIPAL,SOCIEDADE ANÔNIMA,,,PUBLICA,6404/76,4-EXTINTO,134,NOVO HAMBURGO,4313409
53405,FENAC S.A. FEIRAS E EMPREEND. TURÍSTICOS - N. HAMBURGO,FENAC,MUNICIPAL,SOCIEDADE ANÔNIMA,87189106000163,www.fenac.com.br,PRIVADA,6404/76,1-ATIVO,134,NOVO HAMBURGO,4313409
53406,CIA. MUNICIPAL DE URBANISMO - NOVO HAMBURGO,COMUR-NH,MUNICIPAL,SOCIEDADE ANÔNIMA,94380763000159,www.comur.com.br,PUBLICA,6404/76,1-ATIVO,134,NOVO HAMBURGO,4313409
53407,CIA. MUN. SANEAMENTO-NOVO HAMBURGO,COMUSA-NH,MUNICIPAL,SOCIEDADE DE ECONOMIA MISTA,94126661000101,www.comusa.com.br,PRIVADA,6404/76,4-EXTINTO,134,NOVO HAMBURGO,4313409
53408,FUND. PRÓ-PARQUE DE NOVO HAMBURGO,F.PRO-PARQ,MUNICIPAL,FUNDAÇÃO,93847580000138,,PUBLICA,4320/64,4-EXTINTO,134,NOVO HAMBURGO,4313409
53409,FUND. CULTURAL DE NOVO HAMBURGO,F.CULT.-N.,MUNICIPAL,FUNDAÇÃO,93847473000100,,PRIVADA,4320/64,8-AGUARDA BAIXA CNPJ / DOCUMENTO,134,NOVO HAMBURGO,4313409
53410,FUND. ERNESTO F. SCHEFFEL - N. HAMBURGO,FEFS,MUNICIPAL,FUNDAÇÃO,90832692000127,www.scheffel.com.br,PUBLICA,4320/64,1-ATIVO,134,NOVO HAMBURGO,4313409
53411,INST. DE PREV. E ASSIST. DOS SERV. MUNIC. DE N. HAMBURGO,IPASEM,MUNICIPAL,AUTARQUIA,94707684000100,www.ipasemnh.com.br,PUBLICA,4320/64,1-ATIVO,134,NOVO HAMBURGO,4313409
53412,FUND. MANTEN. MUSEU DE ARTE SCHEFFEL -NOVO HAMBURGO,FUNMAS,MUNICIPAL,FUNDAÇÃO,1050679000196,,PRIVADA,4320/64,4-EXTINTO,134,NOVO HAMBURGO,4313409
53413,ASSOCIAÇÃO HOSPITALAR NOVO HAMBURGO,AHNH,MUNICIPAL,SERVIÇOS SOCIAIS AUTÔNOMOS,93847432000113,,PRIVADA,6404/76,4-EXTINTO,134,NOVO HAMBURGO,4313409
53500,PM DE OSÓRIO,PM,MUNICIPAL,EXECUTIVO,88814181000130,www.osorio.rs.gov.br,PUBLICA,4320/64,1-ATIVO,135,OSÓRIO,4313508
53501,CM DE OSÓRIO,CM OSORIO,MUNICIPAL,LEGISLATIVO,90938143000131,www.camaraosorio.rs.gov.br,PUBLICA,4320/64,1-ATIVO,135,OSÓRIO,4313508
53502,FUND. CULTURAL PARQUE DE RODEIOS-OSÓRIO,FUNDAPARQU,MUNICIPAL,FUNDAÇÃO,,,PUBLICA,,4-EXTINTO,135,OSÓRIO,4313508
53600,PM DE PAIM FILHO,PM PAIM FI,MUNICIPAL,EXECUTIVO,87613568000166,www.paimfilho.rs.gov.br,PUBLICA,4320/64,1-ATIVO,136,PAIM FILHO,4313607
53601,CM DE PAIM FILHO,CM PAIM FI,MUNICIPAL,LEGISLATIVO,8673578000110,www.camarapaimfilho.rs.gov.br,PUBLICA,4320/64,1-ATIVO,136,PAIM FILHO,4313607
53700,PM DE PALMEIRA DAS MISSÕES,PM,MUNICIPAL,EXECUTIVO,88541354000194,www.palmeiradasmissoes-rs.com.br,PUBLICA,4320/64,1-ATIVO,137,PALMEIRA DAS MISSÕES,4313706
53701,CM DE PALMEIRA DAS MISSÕES,CM PALMEIR,MUNICIPAL,LEGISLATIVO,90223249000159,www.camarapalmeiradasmissoes.rs.gov.br/,PUBLICA,4320/64,1-ATIVO,137,PALMEIRA DAS MISSÕES,4313706
53702,FUND. HOSPITALAR DE PALMEIRA DAS MISSÕES,FUNHPAM,MUNICIPAL,FUNDAÇÃO,90897356000162,,PRIVADA,4320/64,4-EXTINTO,137,PALMEIRA DAS MISSÕES,4313706
53800,PM DE PALMITINHO,PM,MUNICIPAL,EXECUTIVO,87612909000189,palmitinho.atende.net,PUBLICA,4320/64,1-ATIVO,138,PALMITINHO,4313805
53801,CM DE PALMITINHO,CM PALMITI,MUNICIPAL,LEGISLATIVO,29513423000197,www.cmvpalmitinho.com.br,PUBLICA,4320/64,1-ATIVO,138,PALMITINHO,4313805
53900,PM DE PANAMBI,PM,MUNICIPAL,EXECUTIVO,88702089000189,www.panambi.rs.gov.br,PUBLICA,4320/64,1-ATIVO,139,PANAMBI,4313904
53901,CM DE PANAMBI,CM PANAMBI,MUNICIPAL,LEGISLATIVO,90163445000185,www.camarapanambi.rs.gov.br,PUBLICA,4320/64,1-ATIVO,139,PANAMBI,4313904
54000,PM DE PARAÍ,PM PARAI,MUNICIPAL,EXECUTIVO,87502886000150,www.parai.rs.gov.br,PUBLICA,4320/64,1-ATIVO,140,PARAÍ,4314001
54001,CM DE PARAÍ,CM PARAI,MUNICIPAL,LEGISLATIVO,29397829000151,www.parai.rs.leg.br,PUBLICA,4320/64,1-ATIVO,140,PARAÍ,4314001
54100,PM DE PASSO FUNDO,PM PASSO F,MUNICIPAL,EXECUTIVO,87612537000190,www.passofundo.rs.gov.br,PUBLICA,4320/64,1-ATIVO,141,PASSO FUNDO,4314100
54101,CM DE PASSO FUNDO,CM PASSO F,MUNICIPAL,LEGISLATIVO,4763273000149,www.camarapf.rs.gov.br,PUBLICA,4320/64,1-ATIVO,141,PASSO FUNDO,4314100
54102,HOSP. BENEF. DR. CÉSAR SANTOS - P. FUNDO,HBCS-P.F.,MUNICIPAL,AUTARQUIA,92032226000192,www.hbcs.rs.gov.br,PUBLICA,4320/64,1-ATIVO,141,PASSO FUNDO,4314100
54103,CIA. DE DESENV. DE PASSO FUNDO,CODEPAS-P.,MUNICIPAL,SOCIEDADE ANÔNIMA,90149055000150,codepas.com.br,PUBLICA,6404/76,1-ATIVO,141,PASSO FUNDO,4314100
54104,CAIXA PREST. ASSIST. SERV. SAÚDE DOS SERV. MUN. DE P. FUNDO,CAPASEMU-P,MUNICIPAL,AUTARQUIA,87603775000130,www.capasemu.com.br/site/,PUBLICA,4320/64,1-ATIVO,141,PASSO FUNDO,4314100
54200,PM DE PEDRO OSÓRIO,PM PEDRO O,MUNICIPAL,EXECUTIVO,88859962000141,http://www.pedroosorio.rs.gov.br/novo_site/,PUBLICA,4320/64,1-ATIVO,142,PEDRO OSÓRIO,4314209
54201,CM DE PEDRO OSÓRIO,CM PEDRO O,MUNICIPAL,LEGISLATIVO,3348670000191,www.campedroosorio.rs.gov.br,PUBLICA,4320/64,1-ATIVO,142,PEDRO OSÓRIO,4314209
54300,PM DE PEJUÇARA,PM,MUNICIPAL,EXECUTIVO,87566188000118,www.pejucara.rs.gov.br,PUBLICA,4320/64,1-ATIVO,143,PEJUÇARA,4314308
54301,CM DE PEJUÇARA,CM PEJUCAR,MUNICIPAL,LEGISLATIVO,17662405000198,www.camarapejucara.rs.gov.br,PUBLICA,4320/64,1-ATIVO,143,PEJUÇARA,4314308
54400,PM DE PELOTAS,PM PELOTAS,MUNICIPAL,EXECUTIVO,87455531000157,www.pelotas.rs.gov.br,PUBLICA,4320/64,1-ATIVO,144,PELOTAS,4314407
54401,CM DE PELOTAS,CM PELOTAS,MUNICIPAL,LEGISLATIVO,87696217000166,www.camarapel.rs.gov.br,PUBLICA,4320/64,1-ATIVO,144,PELOTAS,4314407
54403,EMPRESA DA PEDREIRA MUNICIPAL LTDA. - PELOTAS,EMPEM,MUNICIPAL,SOCIEDADE LIMITADA,93469914000187,,PUBLICA,6404/76,4-EXTINTO,144,PELOTAS,4314407
54404,CAIXA PENSÕES SERVIDORES MUNICIPAIS - PELOTAS,CAPESEMU,MUNICIPAL,AUTARQUIA,88288832000104,,PUBLICA,4320/64,4-EXTINTO,144,PELOTAS,4314407
54405,SERVIÇO AUTÔN. DE SANEAMENTO DE PELOTAS,SANEP,MUNICIPAL,AUTARQUIA,92220862000148,www.pelotas.com.br,PUBLICA,4320/64,1-ATIVO,144,PELOTAS,4314407
54406,FUNDAÇÃO MUNICIPAL DE INTEGRAÇÃO TURÍSTICO-CULTURAL DO SUL - PELOTAS,INTEGRASUL,MUNICIPAL,FUNDAÇÃO,87694253000190,,PUBLICA,4320/64,4-EXTINTO,144,PELOTAS,4314407
54407,EMPRESA MUNICIPAL DE OBRAS LTDA. -  PELOTAS,EMPEL,MUNICIPAL,SOCIEDADE LIMITADA,87455531003768,,PUBLICA,6404/76,4-EXTINTO,144,PELOTAS,4314407
54408,EMPRESA MUNICIPAL TERM. RODOV. DE PELOTAS LTDA.,ETERPEL,MUNICIPAL,SOCIEDADE LIMITADA,89606933000130,www.pelotas.com.br,PRIVADA,6404/76,1-ATIVO,144,PELOTAS,4314407
54409,FUND. TEATRO SETE DE ABRIL-PELOTAS,,MUNICIPAL,FUNDAÇÃO,0,,PRIVADA,4320/64,4-EXTINTO,144,PELOTAS,4314407
54411,FUND. MOV. ASSISTENCIAL DE PELOTAS,FMAPEL,MUNICIPAL,FUNDAÇÃO,89606859000152,,PUBLICA,4320/64,4-EXTINTO,144,PELOTAS,4314407
54413,COMPANHIA DE INFORMÁTICA DE PELOTAS,COINPEL,MUNICIPAL,SOCIEDADE ANÔNIMA,91560573000125,pelotas.rs.gov.br,PRIVADA,6404/76,4-EXTINTO,144,PELOTAS,4314407
54500,PM DE PINHEIRO MACHADO,PM P. MACH,MUNICIPAL,EXECUTIVO,88084942000146,www.pinheiromachado.rs.gov.br,PUBLICA,4320/64,1-ATIVO,145,PINHEIRO MACHADO,4314506
54501,CM DE PINHEIRO MACHADO,CM P MACHA,MUNICIPAL,LEGISLATIVO,8741527000189,www.camarapm.rs.gov.br/site/content/home/,PUBLICA,4320/64,1-ATIVO,145,PINHEIRO MACHADO,4314506
54600,PM DE PIRATINI,PM PIRATIN,MUNICIPAL,EXECUTIVO,88861448000140,www.prefeiturapiratini.rs.gov.br,PUBLICA,4320/64,1-ATIVO,146,PIRATINI,4314605
54601,CM DE PIRATINI,CM PIRATIN,MUNICIPAL,LEGISLATIVO,22862949000133,www.camarapiratini.rs.gov.br,PUBLICA,4320/64,1-ATIVO,146,PIRATINI,4314605
54700,PM DE PLANALTO,PM,MUNICIPAL,EXECUTIVO,87612891000115,www.planalto.rs.gov.br,PUBLICA,4320/64,1-ATIVO,147,PLANALTO,4314704
54701,CM DE PLANALTO,CM PLANALT,MUNICIPAL,LEGISLATIVO,17756618000189,www.planalto.rs.leg.br,PUBLICA,4320/64,1-ATIVO,147,PLANALTO,4314704
54800,PM DE PORTÃO,PM PORTAO,MUNICIPAL,EXECUTIVO,87344016000108,www.portao.rs.gov.br,PUBLICA,4320/64,1-ATIVO,148,PORTÃO,4314803
54801,CM DE PORTÃO,CM PORTAO,MUNICIPAL,LEGISLATIVO,10641570000114,www.camaraportao.rs.gov.br,PUBLICA,4320/64,1-ATIVO,148,PORTÃO,4314803
54900,PM DE PORTO ALEGRE,PMPA,MUNICIPAL,EXECUTIVO,92963560000160,www.portoalegre.rs.gov.br,PUBLICA,4320/64,1-ATIVO,149,PORTO ALEGRE,4314902
54901,CM DE PORTO ALEGRE,CM PORTO A,MUNICIPAL,LEGISLATIVO,89522437000107,www.camarapoa.rs.gov.br,PUBLICA,4320/64,1-ATIVO,149,PORTO ALEGRE,4314902
54907,DEP. MUNICIPAL DE ÁGUA E ESGOTOS - PORTO ALEGRE,DMAE,MUNICIPAL,AUTARQUIA,92924901000198,http://www.prefpoa.com.br,PUBLICA,4320/64,1-ATIVO,149,PORTO ALEGRE,4314902
54908,DEP. MUNICIPAL DE LIMPEZA URBANA - PORTO ALEGRE,DMLU,MUNICIPAL,AUTARQUIA,88017272000145,www.portoalegre.rs.gov.br/dmlu,PUBLICA,4320/64,1-ATIVO,149,PORTO ALEGRE,4314902
54909,DEP. MUNICIPAL DE HABITAÇÃO - PORTO ALEGRE,DEMHAB,MUNICIPAL,AUTARQUIA,92965870000113,portoalegre.rs.gov.br/demhab,PUBLICA,4320/64,1-ATIVO,149,PORTO ALEGRE,4314902
54910,FUND. DE ASSIST. SOCIAL E CIDADANIA - PORTO ALEGRE,FASC,MUNICIPAL,FUNDAÇÃO,89525901000100,,PUBLICA,4320/64,1-ATIVO,149,PORTO ALEGRE,4314902
54911,CIA. PROC. DE DADOS DO MUNIC. PORTO ALEGRE,PROCEMPA,MUNICIPAL,SOCIEDADE ANÔNIMA,89398473000100,www.procempa.com.br,PRIVADA,6404/76,1-ATIVO,149,PORTO ALEGRE,4314902
54912,CIA. CARRIS PORTO-ALEGRENSE,CARRIS,MUNICIPAL,SOCIEDADE ANÔNIMA,92675255000172,www.carris.com.br,PRIVADA,6404/76,1-ATIVO,149,PORTO ALEGRE,4314902
54913,EMPRESA PORTOALEGRENSE DE TURISMO S/A.,EPATUR,MUNICIPAL,SOCIEDADE ANÔNIMA,87133062000150,www.portoalegre.rs.gov.br/turismo,PRIVADA,6404/76,8-AGUARDA BAIXA CNPJ / DOCUMENTO,149,PORTO ALEGRE,4314902
55000,PM DE PORTO LUCENA,PM,MUNICIPAL,EXECUTIVO,87613659000100,www.portolucena.rs.gov.br,PUBLICA,4320/64,1-ATIVO,150,PORTO LUCENA,4315008
55001,CM DE PORTO LUCENA,CM P LUCEN,MUNICIPAL,LEGISLATIVO,11917553000120,www.camaraportolucena.rs.gov.br,PUBLICA,4320/64,1-ATIVO,150,PORTO LUCENA,4315008
55100,PM DE PORTO XAVIER,PM,MUNICIPAL,EXECUTIVO,87613667000148,www.portoxavier.rs.gov.br,PUBLICA,4320/64,1-ATIVO,151,PORTO XAVIER,4315107
55101,CM DE PORTO XAVIER,CM P XAVIE,MUNICIPAL,LEGISLATIVO,905064000131,www.camaraportoxavier.rs.gov.br,PUBLICA,4320/64,1-ATIVO,151,PORTO XAVIER,4315107
55200,PM DE PUTINGA,PM PUTINGA,MUNICIPAL,EXECUTIVO,88186754000129,www.putinga.rs.gov.br,PUBLICA,4320/64,1-ATIVO,152,PUTINGA,4315206
55201,CM DE PUTINGA,CM PUTINGA,MUNICIPAL,LEGISLATIVO,30441502000119,www.camaraputinga.com.br,PUBLICA,4320/64,1-ATIVO,152,PUTINGA,4315206
55300,PM DE QUARAÍ,PM,MUNICIPAL,EXECUTIVO,88123492000153,www.quarai.rs.gov.br,PUBLICA,4320/64,1-ATIVO,153,QUARAÍ,4315305
55301,CM DE QUARAÍ,CM QUARAI,MUNICIPAL,LEGISLATIVO,93245421000163,www.camaraquarai.rs.gov.br,PUBLICA,4320/64,1-ATIVO,153,QUARAÍ,4315305
55400,PM DE REDENTORA,PM,MUNICIPAL,EXECUTIVO,87613113000140,www.redentora.rs.gov.br,PUBLICA,4320/64,1-ATIVO,154,REDENTORA,4315404
55401,CM DE REDENTORA,CM REDENTO,MUNICIPAL,LEGISLATIVO,94726825000131,www.cmvrredentora.com,PUBLICA,4320/64,1-ATIVO,154,REDENTORA,4315404
55500,PM DE RESTINGA SECA,PM RS,MUNICIPAL,EXECUTIVO,87490306000151,www.restingaseca.rs.gov.br,PUBLICA,4320/64,1-ATIVO,155,RESTINGA SECA,4315503
55501,CM DE RESTINGA SECA,CM REST SE,MUNICIPAL,LEGISLATIVO,89250690000140,www.restingaseca.rs.leg.br,PUBLICA,4320/64,1-ATIVO,155,RESTINGA SECA,4315503
55600,PM DE RIO GRANDE,PM RIO GRA,MUNICIPAL,EXECUTIVO,88566872000162,www.riogrande.rs.gov.br,PUBLICA,4320/64,1-ATIVO,156,RIO GRANDE,4315602
55601,CM DE RIO GRANDE,CM RIO GRA,MUNICIPAL,LEGISLATIVO,89584981000175,www.camarariogrande.rs.gov.br,PUBLICA,4320/64,1-ATIVO,156,RIO GRANDE,4315602
55602,DEP. AUTÁRQUICO TRANSP. COLETIVOS - RIO GRANDE,DATC,MUNICIPAL,AUTARQUIA,94873296000107,,PUBLICA,4320/64,1-ATIVO,156,RIO GRANDE,4315602
55603,CIA. RIOGRANDINA DE DESENVOLV.-R.GRANDE,CRD,MUNICIPAL,SOCIEDADE ANÔNIMA,87788980000117,,PRIVADA,6404/76,4-EXTINTO,156,RIO GRANDE,4315602
55604,AUTARQUIA DO BALNEÁRIO CASSINO-R.GRANDE,ABC,MUNICIPAL,AUTARQUIA,3952578000136,,PUBLICA,4320/64,4-EXTINTO,156,RIO GRANDE,4315602
55700,PM DE RIO PARDO,PM RIO PAR,MUNICIPAL,EXECUTIVO,88821079000162,www.riopardo.rs.gov.br,PUBLICA,4320/64,1-ATIVO,157,RIO PARDO,4315701
55701,CM DE RIO PARDO,CM RIO PAR,MUNICIPAL,LEGISLATIVO,5147344000141,www.camarariopardo.rs.gov.br,PUBLICA,4320/64,1-ATIVO,157,RIO PARDO,4315701
55800,PM DE ROCA SALES,PM ROCA SA,MUNICIPAL,EXECUTIVO,88187935000170,www.rocasales-rs.com.br,PUBLICA,4320/64,1-ATIVO,158,ROCA SALES,4315800
55801,CM DE ROCA SALES,CM ROCA SA,MUNICIPAL,LEGISLATIVO,17297096000102,www.camararocasales.com.br,PUBLICA,4320/64,1-ATIVO,158,ROCA SALES,4315800
55900,PM DE RODEIO BONITO,PM,MUNICIPAL,EXECUTIVO,87613204000186,www.rodeiobonito.rs.gov.br,PUBLICA,4320/64,1-ATIVO,159,RODEIO BONITO,4315909
55901,CM DE RODEIO BONITO,CM RODEIO,MUNICIPAL,LEGISLATIVO,9366817000152,www.rodeiobonito.rs.leg.br,PUBLICA,4320/64,1-ATIVO,159,RODEIO BONITO,4315909
56000,PM DE ROLANTE,PM,MUNICIPAL,EXECUTIVO,90936956000192,www.rolante.rs.gov.br,PUBLICA,4320/64,1-ATIVO,160,ROLANTE,4316006
56001,CM DE ROLANTE,CM ROLANTE,MUNICIPAL,LEGISLATIVO,4247455000167,www.camararolante.com.br,PUBLICA,4320/64,1-ATIVO,160,ROLANTE,4316006
